ORIGIN,DEST,ORIGIN_DEGREE,DEST_DEGREE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DEP_DELAY,DEP_TIME_NIGHT,DEP_TIME_TWILIGHT,DEP_TIME_MORNING,DEP_TIME_NOON,DEP_TIME_AFTERNOON,DEP_TIME_EVENING,CARRIER_AA,CARRIER_AS,CARRIER_B6,CARRIER_DL,CARRIER_EV,CARRIER_F9,CARRIER_HA,CARRIER_NK,CARRIER_OO,CARRIER_UA,CARRIER_VX,CARRIER_WN,MEDIAN_ARR_DELAY,MEAN_ARR_DELAY,Q1_ARR_DELAY,Q3_ARR_DELAY,Q0_ARR_DELAY,Q95_ARR_DELAY,MEDIAN_CARRIER_DELAY,MEAN_CARRIER_DELAY,Q1_CARRIER_DELAY,Q3_CARRIER_DELAY,Q0_CARRIER_DELAY,Q95_CARRIER_DELAY,MEDIAN_WEATHER_DELAY,MEAN_WEATHER_DELAY,Q1_WEATHER_DELAY,Q3_WEATHER_DELAY,Q0_WEATHER_DELAY,Q95_WEATHER_DELAY,MEDIAN_NAS_DELAY,MEAN_NAS_DELAY,Q1_NAS_DELAY,Q3_NAS_DELAY,Q0_NAS_DELAY,Q95_NAS_DELAY,MEDIAN_SECURITY_DELAY,MEAN_SECURITY_DELAY,Q1_SECURITY_DELAY,Q3_SECURITY_DELAY,Q0_SECURITY_DELAY,Q95_SECURITY_DELAY,MEDIAN_LATE_AIRCRAFT_DELAY,MEAN_LATE_AIRCRAFT_DELAY,Q1_LATE_AIRCRAFT_DELAY,Q3_LATE_AIRCRAFT_DELAY,Q0_LATE_AIRCRAFT_DELAY,Q95_LATE_AIRCRAFT_DELAY,MEDIAN_DEP_DELAY,MEAN_DEP_DELAY,Q1_DEP_DELAY,Q3_DEP_DELAY,Q0_DEP_DELAY,Q95_DEP_DELAY
DCA,MCI,51878,34569,1.0,0.0,0.0,0.0,32.0,51.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0,33.0,33.0,33.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,51.0,51.0,51.0,51.0,51.0,51.0
BHM,ORD,10543,150532,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.0,-2.5,-9.0,2.0,-14.75,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-2.6666666666666665,-5.75,0.0,-6.0,0.75
EKO,SLC,387,88398,0.0,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5.5,-7.0,-11.5,-1.0,-15.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,-5.0,-6.5,-4.0,-7.7,-1.6000000000000014
IAH,OKC,99268,11634,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.0,16.666666666666668,3.5,37.0,-18.5,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.333333333333334,0.0,21.5,0.0,38.699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,0.0,15.5,0.0,27.9,31.0,29.0,13.5,45.5,-0.5,57.099999999999994
STL,MCO,43005,89682,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7.0,-4.857142857142857,-8.0,-2.0,-14.599999999999998,7.299999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.857142857142857,-5.0,-3.0,-5.699999999999999,-1.6000000000000014
MSP,IND,106716,20910,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-8.5,-2.3333333333333335,-13.5,-4.25,-17.75,29.0,0.0,6.666666666666667,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,6.5,-2.0,3.5,-3.5,33.5
PHX,CMH,115923,18917,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
SFO,MMH,127129,79,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
ESC,DTW,480,98159,0.0,50.0,9.0,0.0,0.0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-8.0,13.666666666666666,-9.0,25.5,-9.8,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,25.0,0.0,44.99999999999999,0.0,3.0,0.0,4.5,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,14.333333333333334,-3.5,24.0,-4.7,44.79999999999999
STL,SAT,43005,22709,0.0,0.0,0.0,0.0,24.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0
DCA,CLE,51878,25087,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-9.0,-9.0,-10.5,-7.5,-11.7,-6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,-7.5,-6.5,-7.8999999999999995,-6.1
BTR,IAH,5697,99268,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.0,-1.2,-12.0,-1.0,-14.4,21.399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,21.599999999999994,-7.0,1.2,-8.0,-2.0,-8.0,24.39999999999999
SEA,HNL,99601,36100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-12.0,-15.666666666666666,-18.0,-11.5,-22.8,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.3333333333333335,-5.0,-1.5,-6.6,-0.30000000000000027
LAX,MCI,152781,34569,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,8.222222222222221,-2.0,18.0,-6.4,26.4,0.0,1.6666666666666667,0.0,0.0,0.0,8.199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0,2.0,0.0,20.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,8.999999999999995,5.0,6.777777777777778,0.0,11.0,-3.6,21.4
MCO,LAX,89682,152781,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.5,-4.0,-15.75,4.25,-20.599999999999998,15.149999999999995,0.0,0.25,0.0,0.0,0.0,1.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,0.0,0.0,0.0,11.04999999999999,4.0,9.625,-2.75,10.0,-6.299999999999999,44.199999999999974
PHL,MSY,45880,33936,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
BWI,FLL,79861,59958,0.0,0.0,0.0,0.0,0.0,-4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.0,4.0,-11.0,13.0,-18.6,37.599999999999966,0.0,3.923076923076923,0.0,0.0,0.0,24.399999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.076923076923077,0.0,0.0,0.0,22.39999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,1.0,1.0,5.769230769230769,-4.0,14.0,-4.0,25.999999999999986
MSP,XNA,106716,4246,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-4.0,-1.0,-7.0,5.0,-16.7,17.699999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,6.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,7.699999999999992,-1.0,1.7142857142857142,-3.5,5.0,-5.699999999999999,14.499999999999996
SPS,DFW,536,67470,5.0,0.0,13.0,0.0,1.0,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.25,-14.25,17.5,-22.049999999999997,18.699999999999996,2.5,5.5,0.0,8.0,0.0,15.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,3.25,0.0,11.049999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.8499999999999996,4.5,8.5,0.75,12.25,-4.6499999999999995,27.24999999999999
PVD,ATL,9706,322097,0.0,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-15.5,-15.5,-17.25,-13.75,-18.650000000000002,-12.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-2.5,-2.75,-2.25,-2.9499999999999997,-2.05
SAV,IAH,6049,99268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,TPA,43005,50072,0.0,0.0,0.0,0.0,0.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0,-3.0,-11.0,4.5,-16.599999999999998,11.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,-2.0,13.0,-4.4,22.599999999999998
MCI,DFW,34569,67470,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
SGU,DEN,1752,168003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.5,-2.5,-3.75,-1.25,-4.75,-0.2500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-4.5,-1.5,-5.699999999999999,-0.30000000000000027
HRL,IAH,2414,99268,0.0,0.0,0.0,0.0,0.0,-7.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.0,-4.0,-10.5,2.5,-15.7,7.699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,-4.25,1.25,-6.449999999999999,3.4499999999999993
IAH,LFT,99268,2223,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-14.0,-14.0,-14.5,-13.5,-14.9,-13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.5,-4.5,-5.8999999999999995,-4.1
ATL,ROC,322097,5143,0.0,0.0,22.0,0.0,0.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.5,-6.25,-12.25,-4.25,-21.849999999999998,14.649999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,14.299999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-5.0,0.75,-5.6499999999999995,6.899999999999997
DFW,CLL,67470,890,49.0,0.0,0.0,0.0,0.0,57.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0
PHX,LAX,115923,152781,0.0,0.0,0.0,0.0,48.0,64.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,5.739130434782608,-3.0,9.0,-12.8,42.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6956521739130435,0.0,0.0,0.0,15.299999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.173913043478261,0.0,0.0,0.0,40.19999999999996,-1.0,6.956521739130435,-2.5,6.5,-3.9,50.799999999999955
CLE,LAX,25087,152781,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5,3.5,-1.25,8.25,-5.049999999999999,12.049999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.7999999999999998,1.7999999999999998
SLC,DFW,88398,67470,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8.5,-10.166666666666666,-13.75,-7.0,-16.5,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.5,-4.75,-2.5,-5.75,-0.5
LAS,BDL,120446,15212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAH,LAX,99268,152781,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-5.0,-3.1666666666666665,-12.0,0.0,-15.7,19.249999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,14.849999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.75,-4.25,22.0,-5.449999999999999,34.44999999999999
BOI,GEG,12310,8303,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.5,-5.5,-8.25,-2.75,-10.45,-0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
ABQ,DEN,15237,168003,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.0,-6.0,-8.0,-4.0,-9.6,-2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-6.0,-4.0,-6.8,-3.2
ACK,JFK,468,58709,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-8.0,-8.0,-10.0,-6.0,-11.599999999999998,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.75,0.05,0.95
DAL,ABQ,57648,15237,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-1.6,-2.0,1.0,-10.8,4.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-0.8,8.2
DFW,SHV,67470,4175,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.0,3.6,-11.75,2.5,-16.65,49.39999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,32.29999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,20.89999999999996,-4.0,1.9,-5.0,3.25,-6.1000000000000005,23.599999999999966
DTW,PIT,98159,18607,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-15.0,-15.0,-17.0,-13.0,-18.6,-11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-3.5,-2.0,-4.7,-2.0
MCI,PHL,34569,45880,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10.5,-10.5,-10.75,-10.25,-10.95,-10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,6.0,-5.199999999999999,9.2
ORD,PHL,150532,45880,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-9.0,-7.083333333333333,-19.25,-1.5,-22.450000000000003,17.39999999999999,0.0,0.5833333333333334,0.0,0.0,0.0,3.149999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.0,0.0,0.0,7.649999999999988,-3.0,2.3333333333333335,-6.25,2.25,-7.45,27.19999999999999
MSP,PDX,106716,43638,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5.0,-3.5714285714285716,-9.5,6.5,-20.099999999999998,9.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.8571428571428571,-2.0,-0.5,-2.0,2.3999999999999986
ORD,GSP,150532,6025,0.0,0.0,0.0,0.0,27.0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,38.0,38.0,38.0,38.0,38.0,38.0
LAX,CVG,152781,12692,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-11.0,-7.666666666666667,-12.0,-5.0,-12.8,-0.20000000000000107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,-1.0,3.5,-1.0,7.1
ATL,ICT,322097,6143,0.0,0.0,0.0,0.0,0.0,10.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.5,-8.5,-18.25,2.25,-21.25,2.8499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.5,-2.25,3.25,-2.8499999999999996,8.649999999999997
SEA,MSP,99601,106716,0.0,0.0,0.0,0.0,0.0,-8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-12.0,-7.545454545454546,-17.5,3.0,-21.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.7272727272727273,-3.0,1.0,-6.5,6.0
BWI,PBI,79861,17131,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7.0,-8.0,-9.0,-6.5,-10.6,-6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.666666666666667,1.0,9.5,-1.4,13.899999999999999
PHL,RSW,45880,19440,8.0,0.0,31.0,0.0,0.0,8.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0,20.8,5.0,39.0,-0.6000000000000001,44.599999999999994,0.0,8.8,0.0,8.0,0.0,30.399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,16.0,0.0,27.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.999999999999998,0.0,10.8,-4.0,8.0,-5.6000000000000005,46.39999999999999
RSW,MSP,19440,106716,8.0,0.0,8.0,0.0,0.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-10.0,-6.0,-17.0,3.0,-22.6,13.399999999999999,0.0,2.6666666666666665,0.0,4.0,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.0,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,4.5,0.1,7.299999999999999
