ORIGIN,DEST,ORIGIN_DEGREE,DEST_DEGREE,CARRIER_AA,CARRIER_AS,CARRIER_B6,CARRIER_DL,CARRIER_EV,CARRIER_F9,CARRIER_HA,CARRIER_NK,CARRIER_OO,CARRIER_UA,CARRIER_VX,CARRIER_WN,DEP_TIME_NIGHT,DEP_TIME_TWILIGHT,DEP_TIME_MORNING,DEP_TIME_NOON,DEP_TIME_AFTERNOON,DEP_TIME_EVENING
SEA,DEN,99601,168003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DEN,BOI,168003,12310,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
OAK,RNO,42979,11105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DEN,EUG,168003,2655,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DEN,LGA,168003,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DTW,MSP,98159,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEN,LAS,168003,120446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
EWR,GSO,76557,4540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
HOU,MDW,46467,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
GJT,PHX,2217,115923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SFO,LAS,127129,120446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PDX,DFW,43638,67470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TUL,ATL,8878,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAS,ORD,120446,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
JFK,PWM,58709,4107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DEN,MCO,168003,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
LAX,OAK,152781,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AUS,EWR,33402,76557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MSY,MCO,33936,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ATL,DFW,322097,67470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ATL,BWI,322097,79861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STL,ATL,43005,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JFK,SLC,58709,88398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MOB,IAH,3481,99268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HNL,MSP,36100,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MDW,PHL,79129,45880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
STL,AUS,43005,33402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MCO,PHX,89682,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EWR,SFO,76557,127129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HOU,DAL,46467,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,MIA,322097,17748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCO,BNA,89682,42788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TPA,BDL,50072,15212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
PDX,CLT,43638,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAS,OMA,120446,13645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ASE,LAX,3659,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GSP,ATL,6025,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATL,JAX,322097,14089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLT,FLL,74006,59958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLT,ATL,74006,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SJC,SEA,32808,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PHX,ONT,115923,15155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ATL,BNA,322097,42788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MFR,SFO,2256,127129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CLT,STL,74006,43005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FLL,EWR,59958,76557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MEM,ORD,10350,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
BWI,PVD,79861,9706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BOS,BNA,82073,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DEN,FCA,168003,1678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RDU,EWR,25897,76557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ORD,MCI,150532,34569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
IND,LAX,20910,152781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ELP,DAL,8551,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FLL,SFO,59958,127129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
LAS,SAN,120446,60051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OAK,AUS,42979,33402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DEN,IND,168003,20910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN,SMF,60051,32727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SBN,ORD,3795,150532,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
EWR,SFO,76557,127129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
MCO,BDL,89682,15212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MSP,CLT,106716,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BWI,BOS,79861,82073,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CLE,DFW,25087,67470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IAH,SHV,99268,4175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PHX,FLG,115923,1403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LAX,SEA,152781,99601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
LAX,SEA,152781,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SEA,ONT,99601,15155,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAS,EWR,120446,76557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DTW,MSN,98159,6080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MDW,EWR,79129,76557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MSP,MCO,106716,89682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPA,BWI,50072,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
BNA,ATL,42788,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD,DEN,150532,168003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CMH,ATL,18917,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
HOU,MDW,46467,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ATL,OAK,322097,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MSP,STL,106716,43005,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MSP,PSC,106716,2861,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ATL,RIC,322097,10915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DFW,BTR,67470,5697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LGA,BOS,57313,82073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,PIA,150532,2028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BUF,CLT,14581,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEN,SNA,168003,30716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SAN,MSP,60051,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,MKE,150532,25784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ICT,DEN,6143,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
PHX,SMF,115923,32727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OAK,LAX,42979,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
JFK,LAX,58709,152781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
DFW,SHV,67470,4175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SLC,JFK,88398,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PIB,MEI,417,535,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LAS,DFW,120446,67470,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAS,PHX,120446,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
OAK,SAN,42979,60051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ITO,HNL,4881,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CHS,ATL,11981,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HOU,DAL,46467,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
IAH,SNA,99268,30716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HNL,SFO,36100,127129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
SJC,SEA,32808,99601,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SMF,ATL,32727,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGA,DTW,57313,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DCA,BOS,51878,82073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLT,ALB,74006,8187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BOS,DFW,82073,67470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ATL,EWR,322097,76557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DLH,MSP,2001,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DTW,MCI,98159,34569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAS,BUR,120446,20122,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OMA,ATL,13645,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LAS,JFK,120446,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAX,JFK,152781,58709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOS,PHL,82073,45880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAF,DFW,794,67470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DCA,CMH,51878,18917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DFW,TYS,67470,5042,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
JAX,JFK,14089,58709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSP,CMH,106716,18917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BNA,ATL,42788,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OGG,HNL,17168,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORF,BWI,8246,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ATL,MCO,322097,89682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSP,STL,106716,43005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DEN,SEA,168003,99601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
FLL,ATL,59958,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD,SNA,150532,30716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PHX,SFO,115923,127129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BHM,BWI,10543,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
IAH,BNA,99268,42788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
IAH,LGA,99268,57313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
DEN,BOS,168003,82073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,MLB,322097,1414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPA,EWR,50072,76557,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
DSM,ORD,6125,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
TYS,DFW,5042,67470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SEA,LAS,99601,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TPA,DEN,50072,168003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CLT,TPA,74006,50072,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BUR,SFO,20122,127129,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ATL,IAH,322097,99268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANC,FAI,10015,1739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAT,SFO,22709,127129,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SAN,PHX,60051,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAS,SNA,120446,30716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
JAN,ATL,3729,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GNV,ATL,1784,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,JAN,322097,3729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DEN,SNA,168003,30716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LAS,IND,120446,20910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BOS,LAX,82073,152781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
OAK,SEA,42979,99601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
RIC,LGA,10915,57313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
IAD,DEN,24848,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DEN,COS,168003,5986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DEN,MOT,168003,1163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ABI,DFW,134,67470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,RSW,150532,19440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
STL,BWI,43005,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HOU,CRP,46467,2522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAX,AUS,152781,33402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BOS,ATL,82073,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PHX,BNA,115923,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
HLN,SLC,1255,88398,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
PHX,SFO,115923,127129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
JFK,LAS,58709,120446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DCA,ATL,51878,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSP,LSE,106716,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MKE,LAX,25784,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MCI,SLC,34569,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSP,CLT,106716,74006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IAH,ORD,99268,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ORD,BTV,150532,3215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SFO,PHX,127129,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ATL,OKC,322097,11634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSP,LNK,106716,2375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ORD,ATL,150532,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAX,PDX,152781,43638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BWI,GRR,79861,7649,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DCA,ATL,51878,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LBB,DEN,3117,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
HNL,OGG,36100,17168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PHX,SEA,115923,99601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,GNV,322097,1784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FLL,HOU,59958,46467,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
JFK,LAX,58709,152781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SJC,SEA,32808,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGA,FLL,57313,59958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BNA,CLT,42788,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DTW,MCO,98159,89682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STL,SFO,43005,127129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ATL,IND,322097,20910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IAD,DEN,24848,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LAX,DFW,152781,67470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,LNK,150532,2375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SLC,ATL,88398,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DTW,BWI,98159,79861,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LGA,MDW,57313,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
BOS,EWR,82073,76557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PDX,BWI,43638,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ATL,ROC,322097,5143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COS,SLC,5986,88398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LAS,LAX,120446,152781,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
MSP,STL,106716,43005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAX,SEA,152781,99601,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD,SYR,150532,3794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AUS,PHX,33402,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SAN,PHX,60051,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
HNL,LAX,36100,152781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLE,DFW,25087,67470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPT,IAH,2605,99268,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CLT,LGA,74006,57313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SMF,LAS,32727,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DEN,OGG,168003,17168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
EWR,PBI,76557,17131,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
BUF,CLT,14581,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CVG,ATL,12692,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BNA,MCO,42788,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
PBI,DCA,17131,51878,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DEN,MSP,168003,106716,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DEN,MSP,168003,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DTW,PVD,98159,9706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD,CAE,150532,3699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD,MSP,150532,106716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
EWR,BOS,76557,82073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HPN,TPA,5265,50072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SJC,LAX,32808,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DCA,BOS,51878,82073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABQ,DEN,15237,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ATL,SAN,322097,60051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATL,BWI,322097,79861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DFW,RIC,67470,10915,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IAD,BOS,24848,82073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HPN,ATL,5265,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DTW,MBS,98159,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SFO,ONT,127129,15155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
KOA,HNL,9290,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SEA,ATL,99601,322097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LAX,OKC,152781,11634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IAH,MIA,99268,17748,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PHX,PIT,115923,18607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,SDF,150532,7932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
BDL,FLL,15212,59958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ORD,MKE,150532,25784,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ROC,DTW,5143,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAX,PHX,152781,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DTW,LAN,98159,1854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DCA,LGA,51878,57313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FNT,ORD,3288,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
EWR,BOS,76557,82073,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
SGF,DEN,2092,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IAH,MOB,99268,3481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AVL,ORD,2617,150532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FLL,BDL,59958,15212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OAK,BUR,42979,20122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
KOA,HNL,9290,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HNL,OGG,36100,17168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
EWR,CLE,76557,25087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DEN,MCO,168003,89682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
IAD,SAN,24848,60051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ATL,DCA,322097,51878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OAK,DAL,42979,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MDW,MCI,79129,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MSN,ATL,6080,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DTW,MDT,98159,2099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
OAJ,ATL,970,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MSP,ATL,106716,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HNL,SJC,36100,32808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASE,ORD,3659,150532,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
MSP,LGA,106716,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
