ORIGIN,DEST,UNIQUE_CARRIER,ORIGIN_DEGREE,DEST_DEGREE,ORIGIN_NAME,ORIGIN_CITY,ORIGIN_IATA,ORIGIN_STATE,DEST_NAME,DEST_CITY,DEST_IATA,DEST_STATE
SLC,BOS,DL,88398,82073,Salt Lake City International Airport,Salt Lake City,SLC,UT,General Edward Lawrence Logan International Airport,Boston,BOS,MA
BWI,BOS,WN,79861,82073,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,General Edward Lawrence Logan International Airport,Boston,BOS,MA
BWI,BOS,B6,79861,82073,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,General Edward Lawrence Logan International Airport,Boston,BOS,MA
BWI,BOS,NK,79861,82073,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,General Edward Lawrence Logan International Airport,Boston,BOS,MA
AUS,BOS,WN,33402,82073,Austin Bergstrom International Airport,Austin,AUS,TX,General Edward Lawrence Logan International Airport,Boston,BOS,MA
AUS,BOS,B6,33402,82073,Austin Bergstrom International Airport,Austin,AUS,TX,General Edward Lawrence Logan International Airport,Boston,BOS,MA
CVG,BOS,DL,12692,82073,Cincinnati Northern Kentucky International Airport,Cincinnati,CVG,KY,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SAV,BOS,B6,6049,82073,Savannah Hilton Head International Airport,Savannah,SAV,GA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
CMH,BOS,WN,18917,82073,Port Columbus International Airport,Columbus,CMH,OH,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MYR,BOS,NK,3795,82073,Myrtle Beach International Airport,Myrtle Beach,MYR,SC,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LGA,BOS,AA,57313,82073,La Guardia Airport,New York,LGA,NY,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LGA,BOS,DL,57313,82073,La Guardia Airport,New York,LGA,NY,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LGA,BOS,B6,57313,82073,La Guardia Airport,New York,LGA,NY,General Edward Lawrence Logan International Airport,Boston,BOS,MA
CHS,BOS,B6,11981,82073,Charleston Air Force Base-International Airport,Charleston,CHS,SC,General Edward Lawrence Logan International Airport,Boston,BOS,MA
RSW,BOS,B6,19440,82073,Southwest Florida International Airport,Fort Myers,RSW,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
IND,BOS,WN,20910,82073,Indianapolis International Airport,Indianapolis,IND,IN,General Edward Lawrence Logan International Airport,Boston,BOS,MA
BUF,BOS,B6,14581,82073,Buffalo Niagara International Airport,Buffalo,BUF,NY,General Edward Lawrence Logan International Airport,Boston,BOS,MA
PIT,BOS,B6,18607,82073,Pittsburgh International Airport,Pittsburgh,PIT,PA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MSY,BOS,B6,33936,82073,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LAX,HNL,DL,152781,36100,Los Angeles International Airport,Los Angeles,LAX,CA,Honolulu International Airport,Honolulu,HNL,HI
LAX,HNL,UA,152781,36100,Los Angeles International Airport,Los Angeles,LAX,CA,Honolulu International Airport,Honolulu,HNL,HI
LAX,HNL,VX,152781,36100,Los Angeles International Airport,Los Angeles,LAX,CA,Honolulu International Airport,Honolulu,HNL,HI
LAX,HNL,AA,152781,36100,Los Angeles International Airport,Los Angeles,LAX,CA,Honolulu International Airport,Honolulu,HNL,HI
LAX,HNL,HA,152781,36100,Los Angeles International Airport,Los Angeles,LAX,CA,Honolulu International Airport,Honolulu,HNL,HI
ATL,HNL,DL,322097,36100,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Honolulu International Airport,Honolulu,HNL,HI
IAH,HNL,UA,99268,36100,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Honolulu International Airport,Honolulu,HNL,HI
SFO,HNL,UA,127129,36100,San Francisco International Airport,San Francisco,SFO,CA,Honolulu International Airport,Honolulu,HNL,HI
SFO,HNL,HA,127129,36100,San Francisco International Airport,San Francisco,SFO,CA,Honolulu International Airport,Honolulu,HNL,HI
EWR,HNL,UA,76557,36100,Newark Liberty International Airport,Newark,EWR,NJ,Honolulu International Airport,Honolulu,HNL,HI
SEA,HNL,AS,99601,36100,Seattle Tacoma International Airport,Seattle,SEA,WA,Honolulu International Airport,Honolulu,HNL,HI
SEA,HNL,HA,99601,36100,Seattle Tacoma International Airport,Seattle,SEA,WA,Honolulu International Airport,Honolulu,HNL,HI
LIH,HNL,HA,8556,36100,Lihue Airport,Lihue,LIH,HI,Honolulu International Airport,Honolulu,HNL,HI
PDX,HNL,HA,43638,36100,Portland International Airport,Portland,PDX,OR,Honolulu International Airport,Honolulu,HNL,HI
PDX,HNL,AS,43638,36100,Portland International Airport,Portland,PDX,OR,Honolulu International Airport,Honolulu,HNL,HI
PDX,HNL,DL,43638,36100,Portland International Airport,Portland,PDX,OR,Honolulu International Airport,Honolulu,HNL,HI
DEN,HNL,UA,168003,36100,Denver International Airport,Denver,DEN,CO,Honolulu International Airport,Honolulu,HNL,HI
SJC,HNL,HA,32808,36100,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,Honolulu International Airport,Honolulu,HNL,HI
OGG,HNL,HA,17168,36100,Kahului Airport,Kahului,OGG,HI,Honolulu International Airport,Honolulu,HNL,HI
DFW,HNL,AA,67470,36100,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,Honolulu International Airport,Honolulu,HNL,HI
PHX,HNL,AA,115923,36100,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Honolulu International Airport,Honolulu,HNL,HI
LAS,HNL,HA,120446,36100,McCarran International Airport,Las Vegas,LAS,NV,Honolulu International Airport,Honolulu,HNL,HI
SAN,HNL,AS,60051,36100,San Diego International Airport,San Diego,SAN,CA,Honolulu International Airport,Honolulu,HNL,HI
KOA,HNL,HA,9290,36100,Kona International At Keahole Airport,Kona,KOA,HI,Honolulu International Airport,Honolulu,HNL,HI
ANC,HNL,AS,10015,36100,Ted Stevens Anchorage International Airport,Anchorage,ANC,AK,Honolulu International Airport,Honolulu,HNL,HI
ITO,HNL,HA,4881,36100,Hilo International Airport,Hilo,ITO,HI,Honolulu International Airport,Honolulu,HNL,HI
BLI,HNL,AS,304,36100,Bellingham International Airport,Bellingham,BLI,WA,Honolulu International Airport,Honolulu,HNL,HI
LAX,MDW,WN,152781,79129,Los Angeles International Airport,Los Angeles,LAX,CA,Chicago Midway International Airport,Chicago,MDW,IL
ATL,MDW,WN,322097,79129,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Chicago Midway International Airport,Chicago,MDW,IL
ATL,MDW,DL,322097,79129,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Chicago Midway International Airport,Chicago,MDW,IL
DTW,MDW,WN,98159,79129,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Chicago Midway International Airport,Chicago,MDW,IL
DTW,MDW,EV,98159,79129,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Chicago Midway International Airport,Chicago,MDW,IL
DCA,MDW,WN,51878,79129,Ronald Reagan Washington National Airport,Washington,DCA,VA,Chicago Midway International Airport,Chicago,MDW,IL
SFO,MDW,WN,127129,79129,San Francisco International Airport,San Francisco,SFO,CA,Chicago Midway International Airport,Chicago,MDW,IL
JAX,MDW,WN,14089,79129,Jacksonville International Airport,Jacksonville,JAX,FL,Chicago Midway International Airport,Chicago,MDW,IL
EWR,MDW,WN,76557,79129,Newark Liberty International Airport,Newark,EWR,NJ,Chicago Midway International Airport,Chicago,MDW,IL
BNA,MDW,WN,42788,79129,Nashville International Airport,Nashville,BNA,TN,Chicago Midway International Airport,Chicago,MDW,IL
CLE,MDW,WN,25087,79129,Cleveland Hopkins International Airport,Cleveland,CLE,OH,Chicago Midway International Airport,Chicago,MDW,IL
SEA,MDW,WN,99601,79129,Seattle Tacoma International Airport,Seattle,SEA,WA,Chicago Midway International Airport,Chicago,MDW,IL
STL,MDW,WN,43005,79129,Lambert St Louis International Airport,St. Louis,STL,MO,Chicago Midway International Airport,Chicago,MDW,IL
FLL,MDW,WN,59958,79129,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Chicago Midway International Airport,Chicago,MDW,IL
CLT,MDW,WN,74006,79129,Charlotte Douglas International Airport,Charlotte,CLT,NC,Chicago Midway International Airport,Chicago,MDW,IL
MSP,MDW,WN,106716,79129,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Chicago Midway International Airport,Chicago,MDW,IL
MSP,MDW,OO,106716,79129,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Chicago Midway International Airport,Chicago,MDW,IL
MSP,MDW,EV,106716,79129,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Chicago Midway International Airport,Chicago,MDW,IL
BOS,MDW,WN,82073,79129,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Chicago Midway International Airport,Chicago,MDW,IL
TPA,MDW,WN,50072,79129,Tampa International Airport,Tampa,TPA,FL,Chicago Midway International Airport,Chicago,MDW,IL
MCO,MDW,WN,89682,79129,Orlando International Airport,Orlando,MCO,FL,Chicago Midway International Airport,Chicago,MDW,IL
BDL,MDW,WN,15212,79129,Bradley International Airport,Windsor Locks,BDL,CT,Chicago Midway International Airport,Chicago,MDW,IL
OAK,MDW,WN,42979,79129,Metropolitan Oakland International Airport,Oakland,OAK,CA,Chicago Midway International Airport,Chicago,MDW,IL
PDX,MDW,WN,43638,79129,Portland International Airport,Portland,PDX,OR,Chicago Midway International Airport,Chicago,MDW,IL
SMF,MDW,WN,32727,79129,Sacramento International Airport,Sacramento,SMF,CA,Chicago Midway International Airport,Chicago,MDW,IL
DEN,MDW,WN,168003,79129,Denver International Airport,Denver,DEN,CO,Chicago Midway International Airport,Chicago,MDW,IL
PHL,MDW,WN,45880,79129,Philadelphia International Airport,Philadelphia,PHL,PA,Chicago Midway International Airport,Chicago,MDW,IL
MCI,MDW,WN,34569,79129,Kansas City International Airport,Kansas City,MCI,MO,Chicago Midway International Airport,Chicago,MDW,IL
PVD,MDW,WN,9706,79129,Theodore Francis Green State Airport,Providence,PVD,RI,Chicago Midway International Airport,Chicago,MDW,IL
SJC,MDW,WN,32808,79129,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,Chicago Midway International Airport,Chicago,MDW,IL
OMA,MDW,WN,13645,79129,Eppley Airfield,Omaha,OMA,NE,Chicago Midway International Airport,Chicago,MDW,IL
PHX,MDW,WN,115923,79129,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Chicago Midway International Airport,Chicago,MDW,IL
LAS,MDW,WN,120446,79129,McCarran International Airport,Las Vegas,LAS,NV,Chicago Midway International Airport,Chicago,MDW,IL
DAL,MDW,WN,57648,79129,Dallas Love Field,Dallas,DAL,TX,Chicago Midway International Airport,Chicago,MDW,IL
RDU,MDW,WN,25897,79129,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,Chicago Midway International Airport,Chicago,MDW,IL
HOU,MDW,WN,46467,79129,William P Hobby Airport,Houston,HOU,TX,Chicago Midway International Airport,Chicago,MDW,IL
SAN,MDW,WN,60051,79129,San Diego International Airport,San Diego,SAN,CA,Chicago Midway International Airport,Chicago,MDW,IL
SLC,MDW,WN,88398,79129,Salt Lake City International Airport,Salt Lake City,SLC,UT,Chicago Midway International Airport,Chicago,MDW,IL
BWI,MDW,WN,79861,79129,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Chicago Midway International Airport,Chicago,MDW,IL
AUS,MDW,WN,33402,79129,Austin Bergstrom International Airport,Austin,AUS,TX,Chicago Midway International Airport,Chicago,MDW,IL
SNA,MDW,WN,30716,79129,John Wayne Airport-Orange County Airport,Santa Ana,SNA,CA,Chicago Midway International Airport,Chicago,MDW,IL
CMH,MDW,WN,18917,79129,Port Columbus International Airport,Columbus,CMH,OH,Chicago Midway International Airport,Chicago,MDW,IL
LGA,MDW,WN,57313,79129,La Guardia Airport,New York,LGA,NY,Chicago Midway International Airport,Chicago,MDW,IL
ALB,MDW,WN,8187,79129,Albany International Airport,Albany,ALB,NY,Chicago Midway International Airport,Chicago,MDW,IL
CHS,MDW,WN,11981,79129,Charleston Air Force Base-International Airport,Charleston,CHS,SC,Chicago Midway International Airport,Chicago,MDW,IL
SAT,MDW,WN,22709,79129,San Antonio International Airport,San Antonio,SAT,TX,Chicago Midway International Airport,Chicago,MDW,IL
RSW,MDW,WN,19440,79129,Southwest Florida International Airport,Fort Myers,RSW,FL,Chicago Midway International Airport,Chicago,MDW,IL
IND,MDW,WN,20910,79129,Indianapolis International Airport,Indianapolis,IND,IN,Chicago Midway International Airport,Chicago,MDW,IL
BUF,MDW,WN,14581,79129,Buffalo Niagara International Airport,Buffalo,BUF,NY,Chicago Midway International Airport,Chicago,MDW,IL
PIT,MDW,WN,18607,79129,Pittsburgh International Airport,Pittsburgh,PIT,PA,Chicago Midway International Airport,Chicago,MDW,IL
ONT,MDW,WN,15155,79129,Ontario International Airport,Ontario,ONT,CA,Chicago Midway International Airport,Chicago,MDW,IL
MSY,MDW,WN,33936,79129,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,Chicago Midway International Airport,Chicago,MDW,IL
MHT,MDW,WN,5501,79129,Manchester Airport,Manchester NH,MHT,NH,Chicago Midway International Airport,Chicago,MDW,IL
DSM,MDW,WN,6125,79129,Des Moines International Airport,Des Moines,DSM,IA,Chicago Midway International Airport,Chicago,MDW,IL
MEM,MDW,WN,10350,79129,Memphis International Airport,Memphis,MEM,TN,Chicago Midway International Airport,Chicago,MDW,IL
SDF,MDW,WN,7932,79129,Louisville International Standiford Field,Louisville,SDF,KY,Chicago Midway International Airport,Chicago,MDW,IL
ABQ,MDW,WN,15237,79129,Albuquerque International Sunport Airport,Albuquerque,ABQ,NM,Chicago Midway International Airport,Chicago,MDW,IL
TUL,MDW,WN,8878,79129,Tulsa International Airport,Tulsa,TUL,OK,Chicago Midway International Airport,Chicago,MDW,IL
DAY,MDW,WN,5236,79129,James M Cox Dayton International Airport,Dayton,DAY,OH,Chicago Midway International Airport,Chicago,MDW,IL
ORF,MDW,WN,8246,79129,Norfolk International Airport,Norfolk,ORF,VA,Chicago Midway International Airport,Chicago,MDW,IL
FNT,MDW,WN,3288,79129,Bishop International Airport,Flint,FNT,MI,Chicago Midway International Airport,Chicago,MDW,IL
OKC,MDW,WN,11634,79129,Will Rogers World Airport,Oklahoma City,OKC,OK,Chicago Midway International Airport,Chicago,MDW,IL
ICT,MDW,WN,6143,79129,Wichita Mid Continent Airport,Wichita,ICT,KS,Chicago Midway International Airport,Chicago,MDW,IL
GRR,MDW,WN,7649,79129,Gerald R. Ford International Airport,Grand Rapids,GRR,MI,Chicago Midway International Airport,Chicago,MDW,IL
LAX,CLE,NK,152781,25087,Los Angeles International Airport,Los Angeles,LAX,CA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
LAX,CLE,UA,152781,25087,Los Angeles International Airport,Los Angeles,LAX,CA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
ATL,CLE,DL,322097,25087,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
ATL,CLE,NK,322097,25087,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
DTW,CLE,EV,98159,25087,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Cleveland Hopkins International Airport,Cleveland,CLE,OH
ORD,CLE,EV,150532,25087,Chicago O'Hare International Airport,Chicago,ORD,IL,Cleveland Hopkins International Airport,Cleveland,CLE,OH
ORD,CLE,UA,150532,25087,Chicago O'Hare International Airport,Chicago,ORD,IL,Cleveland Hopkins International Airport,Cleveland,CLE,OH
ORD,CLE,OO,150532,25087,Chicago O'Hare International Airport,Chicago,ORD,IL,Cleveland Hopkins International Airport,Cleveland,CLE,OH
IAH,CLE,EV,99268,25087,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Cleveland Hopkins International Airport,Cleveland,CLE,OH
IAH,CLE,UA,99268,25087,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Cleveland Hopkins International Airport,Cleveland,CLE,OH
MDW,CLE,WN,79129,25087,Chicago Midway International Airport,Chicago,MDW,IL,Cleveland Hopkins International Airport,Cleveland,CLE,OH
DCA,CLE,EV,51878,25087,Ronald Reagan Washington National Airport,Washington,DCA,VA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
SFO,CLE,UA,127129,25087,San Francisco International Airport,San Francisco,SFO,CA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
EWR,CLE,EV,76557,25087,Newark Liberty International Airport,Newark,EWR,NJ,Cleveland Hopkins International Airport,Cleveland,CLE,OH
EWR,CLE,UA,76557,25087,Newark Liberty International Airport,Newark,EWR,NJ,Cleveland Hopkins International Airport,Cleveland,CLE,OH
BNA,CLE,WN,42788,25087,Nashville International Airport,Nashville,BNA,TN,Cleveland Hopkins International Airport,Cleveland,CLE,OH
STL,CLE,EV,43005,25087,Lambert St Louis International Airport,St. Louis,STL,MO,Cleveland Hopkins International Airport,Cleveland,CLE,OH
STL,CLE,WN,43005,25087,Lambert St Louis International Airport,St. Louis,STL,MO,Cleveland Hopkins International Airport,Cleveland,CLE,OH
FLL,CLE,B6,59958,25087,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Cleveland Hopkins International Airport,Cleveland,CLE,OH
FLL,CLE,NK,59958,25087,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Cleveland Hopkins International Airport,Cleveland,CLE,OH
CLT,CLE,AA,74006,25087,Charlotte Douglas International Airport,Charlotte,CLT,NC,Cleveland Hopkins International Airport,Cleveland,CLE,OH
MSP,CLE,EV,106716,25087,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Cleveland Hopkins International Airport,Cleveland,CLE,OH
BOS,CLE,B6,82073,25087,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
BOS,CLE,NK,82073,25087,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
BOS,CLE,EV,82073,25087,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Cleveland Hopkins International Airport,Cleveland,CLE,OH
