ORIGIN,DEST,UNIQUE_CARRIER,ORIGIN_DEGREE,DEST_DEGREE,ORIGIN_NAME,ORIGIN_CITY,ORIGIN_IATA,ORIGIN_STATE,DEST_NAME,DEST_CITY,DEST_IATA,DEST_STATE
FSD,ATL,DL,3384,322097,Joe Foss Field Airport,Sioux Falls,FSD,SD,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
MOB,ATL,EV,3481,322097,Mobile Regional Airport,Mobile,MOB,AL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
MOB,ATL,DL,3481,322097,Mobile Regional Airport,Mobile,MOB,AL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
LEX,ATL,EV,4019,322097,Blue Grass Airport,Lexington KY,LEX,KY,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
LEX,ATL,DL,4019,322097,Blue Grass Airport,Lexington KY,LEX,KY,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
ABY,ATL,EV,825,322097,Southwest Georgia Regional Airport,Albany,ABY,GA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
GPT,ATL,DL,2605,322097,Gulfport Biloxi International Airport,Gulfport,GPT,MS,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
DHN,ATL,EV,1085,322097,Dothan Regional Airport,Dothan,DHN,AL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
SHV,ATL,EV,4175,322097,Shreveport Regional Airport,Shreveport,SHV,LA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
SHV,ATL,DL,4175,322097,Shreveport Regional Airport,Shreveport,SHV,LA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
OKC,ATL,DL,11634,322097,Will Rogers World Airport,Oklahoma City,OKC,OK,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
OKC,ATL,WN,11634,322097,Will Rogers World Airport,Oklahoma City,OKC,OK,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
JAN,ATL,DL,3729,322097,Jackson-Medgar Wiley Evers International Airport,Jackson,JAN,MS,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
ICT,ATL,DL,6143,322097,Wichita Mid Continent Airport,Wichita,ICT,KS,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
MLI,ATL,EV,2063,322097,Quad City International Airport,Moline,MLI,IL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
ABE,ATL,DL,2063,322097,Lehigh Valley International Airport,Allentown,ABE,PA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
ABE,ATL,EV,2063,322097,Lehigh Valley International Airport,Allentown,ABE,PA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
GRR,ATL,DL,7649,322097,Gerald R. Ford International Airport,Grand Rapids,GRR,MI,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
EVV,ATL,EV,2006,322097,Evansville Regional Airport,Evansville,EVV,IN,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
EVV,ATL,DL,2006,322097,Evansville Regional Airport,Evansville,EVV,IN,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
EVV,ATL,OO,2006,322097,Evansville Regional Airport,Evansville,EVV,IN,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
TLH,ATL,EV,2340,322097,Tallahassee Regional Airport,Tallahassee,TLH,FL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
TLH,ATL,DL,2340,322097,Tallahassee Regional Airport,Tallahassee,TLH,FL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
SGF,ATL,EV,2092,322097,Springfield Branson National Airport,Springfield,SGF,MO,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
SGF,ATL,DL,2092,322097,Springfield Branson National Airport,Springfield,SGF,MO,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
GSO,ATL,DL,4540,322097,Piedmont Triad International Airport,Greensboro,GSO,NC,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
GSO,ATL,EV,4540,322097,Piedmont Triad International Airport,Greensboro,GSO,NC,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
BTR,ATL,EV,5697,322097,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,BTR,LA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
BTR,ATL,DL,5697,322097,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,BTR,LA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
MDT,ATL,DL,2099,322097,Harrisburg International Airport,Harrisburg,MDT,PA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
CSG,ATL,EV,922,322097,Columbus Metropolitan Airport,Columbus,CSG,GA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
LNK,ATL,EV,2375,322097,Lincoln Airport,Lincoln,LNK,NE,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
CHO,ATL,EV,1843,322097,Charlottesville Albemarle Airport,Charlottesville VA,CHO,VA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
CHO,ATL,DL,1843,322097,Charlottesville Albemarle Airport,Charlottesville VA,CHO,VA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
ROA,ATL,DL,1572,322097,Roanoke–Blacksburg Regional Airport,Roanoke VA,ROA,VA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
ROA,ATL,EV,1572,322097,Roanoke–Blacksburg Regional Airport,Roanoke VA,ROA,VA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
FWA,ATL,OO,3437,322097,Fort Wayne International Airport,Fort Wayne,FWA,IN,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
JAC,ATL,DL,2522,322097,Jackson Hole Airport,Jacksn Hole,JAC,WY,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
AGS,ATL,EV,2359,322097,Augusta Regional At Bush Field,Bush Field,AGS,GA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
AGS,ATL,DL,2359,322097,Augusta Regional At Bush Field,Bush Field,AGS,GA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
EGE,ATL,DL,557,322097,Eagle County Regional Airport,Vail,EGE,CO,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
PHF,ATL,EV,1003,322097,Newport News Williamsburg International Airport,Newport News,PHF,VA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
MLU,ATL,EV,1948,322097,Monroe Regional Airport,Monroe,MLU,LA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
TRI,ATL,EV,1450,322097,Tri Cities Regional Tn Va Airport,BRISTOL,TRI,TN,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
TRI,ATL,DL,1450,322097,Tri Cities Regional Tn Va Airport,BRISTOL,TRI,TN,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
SRQ,ATL,DL,2966,322097,Sarasota Bradenton International Airport,Sarasota,SRQ,FL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
BMI,ATL,EV,1193,322097,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,BMI,IL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
BMI,ATL,DL,1193,322097,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,BMI,IL,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
MTJ,ATL,DL,489,322097,Montrose Regional Airport,Montrose CO,MTJ,CO,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
FAY,ATL,EV,1406,322097,Fayetteville Regional Grannis Field,Fayetteville,FAY,NC,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
FAY,ATL,DL,1406,322097,Fayetteville Regional Grannis Field,Fayetteville,FAY,NC,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
BTV,ATL,DL,3215,322097,Burlington International Airport,Burlington,BTV,VT,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
OAJ,ATL,EV,970,322097,Albert J Ellis Airport,Jacksonville NC,OAJ,NC,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
FSM,ATL,EV,708,322097,Fort Smith Regional Airport,Fort Smith,FSM,AR,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
RST,ATL,EV,769,322097,Rochester International Airport,Rochester,RST,MN,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
AEX,ATL,EV,2328,322097,Alexandria International Airport,Alexandria,AEX,LA,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA
LAX,JFK,B6,152781,58709,Los Angeles International Airport,Los Angeles,LAX,CA,John F Kennedy International Airport,New York,JFK,NY
LAX,JFK,DL,152781,58709,Los Angeles International Airport,Los Angeles,LAX,CA,John F Kennedy International Airport,New York,JFK,NY
LAX,JFK,AA,152781,58709,Los Angeles International Airport,Los Angeles,LAX,CA,John F Kennedy International Airport,New York,JFK,NY
LAX,JFK,VX,152781,58709,Los Angeles International Airport,Los Angeles,LAX,CA,John F Kennedy International Airport,New York,JFK,NY
ATL,JFK,DL,322097,58709,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,John F Kennedy International Airport,New York,JFK,NY
DTW,JFK,DL,98159,58709,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,John F Kennedy International Airport,New York,JFK,NY
ORD,JFK,B6,150532,58709,Chicago O'Hare International Airport,Chicago,ORD,IL,John F Kennedy International Airport,New York,JFK,NY
DCA,JFK,DL,51878,58709,Ronald Reagan Washington National Airport,Washington,DCA,VA,John F Kennedy International Airport,New York,JFK,NY
SFO,JFK,DL,127129,58709,San Francisco International Airport,San Francisco,SFO,CA,John F Kennedy International Airport,New York,JFK,NY
SFO,JFK,B6,127129,58709,San Francisco International Airport,San Francisco,SFO,CA,John F Kennedy International Airport,New York,JFK,NY
SFO,JFK,VX,127129,58709,San Francisco International Airport,San Francisco,SFO,CA,John F Kennedy International Airport,New York,JFK,NY
SFO,JFK,AA,127129,58709,San Francisco International Airport,San Francisco,SFO,CA,John F Kennedy International Airport,New York,JFK,NY
JAX,JFK,B6,14089,58709,Jacksonville International Airport,Jacksonville,JAX,FL,John F Kennedy International Airport,New York,JFK,NY
SEA,JFK,B6,99601,58709,Seattle Tacoma International Airport,Seattle,SEA,WA,John F Kennedy International Airport,New York,JFK,NY
SEA,JFK,DL,99601,58709,Seattle Tacoma International Airport,Seattle,SEA,WA,John F Kennedy International Airport,New York,JFK,NY
SEA,JFK,AS,99601,58709,Seattle Tacoma International Airport,Seattle,SEA,WA,John F Kennedy International Airport,New York,JFK,NY
FLL,JFK,B6,59958,58709,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,John F Kennedy International Airport,New York,JFK,NY
FLL,JFK,VX,59958,58709,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,John F Kennedy International Airport,New York,JFK,NY
FLL,JFK,DL,59958,58709,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,John F Kennedy International Airport,New York,JFK,NY
CLT,JFK,AA,74006,58709,Charlotte Douglas International Airport,Charlotte,CLT,NC,John F Kennedy International Airport,New York,JFK,NY
CLT,JFK,B6,74006,58709,Charlotte Douglas International Airport,Charlotte,CLT,NC,John F Kennedy International Airport,New York,JFK,NY
MSP,JFK,DL,106716,58709,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,John F Kennedy International Airport,New York,JFK,NY
BOS,JFK,B6,82073,58709,General Edward Lawrence Logan International Airport,Boston,BOS,MA,John F Kennedy International Airport,New York,JFK,NY
BOS,JFK,DL,82073,58709,General Edward Lawrence Logan International Airport,Boston,BOS,MA,John F Kennedy International Airport,New York,JFK,NY
BOS,JFK,AA,82073,58709,General Edward Lawrence Logan International Airport,Boston,BOS,MA,John F Kennedy International Airport,New York,JFK,NY
PBI,JFK,DL,17131,58709,Palm Beach International Airport,West Palm Beach,PBI,FL,John F Kennedy International Airport,New York,JFK,NY
PBI,JFK,B6,17131,58709,Palm Beach International Airport,West Palm Beach,PBI,FL,John F Kennedy International Airport,New York,JFK,NY
TPA,JFK,DL,50072,58709,Tampa International Airport,Tampa,TPA,FL,John F Kennedy International Airport,New York,JFK,NY
TPA,JFK,B6,50072,58709,Tampa International Airport,Tampa,TPA,FL,John F Kennedy International Airport,New York,JFK,NY
MCO,JFK,DL,89682,58709,Orlando International Airport,Orlando,MCO,FL,John F Kennedy International Airport,New York,JFK,NY
MCO,JFK,B6,89682,58709,Orlando International Airport,Orlando,MCO,FL,John F Kennedy International Airport,New York,JFK,NY
OAK,JFK,B6,42979,58709,Metropolitan Oakland International Airport,Oakland,OAK,CA,John F Kennedy International Airport,New York,JFK,NY
PDX,JFK,DL,43638,58709,Portland International Airport,Portland,PDX,OR,John F Kennedy International Airport,New York,JFK,NY
PDX,JFK,B6,43638,58709,Portland International Airport,Portland,PDX,OR,John F Kennedy International Airport,New York,JFK,NY
SMF,JFK,B6,32727,58709,Sacramento International Airport,Sacramento,SMF,CA,John F Kennedy International Airport,New York,JFK,NY
DEN,JFK,DL,168003,58709,Denver International Airport,Denver,DEN,CO,John F Kennedy International Airport,New York,JFK,NY
DEN,JFK,B6,168003,58709,Denver International Airport,Denver,DEN,CO,John F Kennedy International Airport,New York,JFK,NY
SJC,JFK,B6,32808,58709,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,John F Kennedy International Airport,New York,JFK,NY
PHX,JFK,DL,115923,58709,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,John F Kennedy International Airport,New York,JFK,NY
PHX,JFK,B6,115923,58709,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,John F Kennedy International Airport,New York,JFK,NY
LAS,JFK,B6,120446,58709,McCarran International Airport,Las Vegas,LAS,NV,John F Kennedy International Airport,New York,JFK,NY
LAS,JFK,DL,120446,58709,McCarran International Airport,Las Vegas,LAS,NV,John F Kennedy International Airport,New York,JFK,NY
LAS,JFK,VX,120446,58709,McCarran International Airport,Las Vegas,LAS,NV,John F Kennedy International Airport,New York,JFK,NY
RDU,JFK,B6,25897,58709,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,John F Kennedy International Airport,New York,JFK,NY
RDU,JFK,DL,25897,58709,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,John F Kennedy International Airport,New York,JFK,NY
HOU,JFK,B6,46467,58709,William P Hobby Airport,Houston,HOU,TX,John F Kennedy International Airport,New York,JFK,NY
SAN,JFK,DL,60051,58709,San Diego International Airport,San Diego,SAN,CA,John F Kennedy International Airport,New York,JFK,NY
SAN,JFK,B6,60051,58709,San Diego International Airport,San Diego,SAN,CA,John F Kennedy International Airport,New York,JFK,NY
SLC,JFK,B6,88398,58709,Salt Lake City International Airport,Salt Lake City,SLC,UT,John F Kennedy International Airport,New York,JFK,NY
SLC,JFK,DL,88398,58709,Salt Lake City International Airport,Salt Lake City,SLC,UT,John F Kennedy International Airport,New York,JFK,NY
MIA,JFK,DL,17748,58709,Miami International Airport,Miami,MIA,FL,John F Kennedy International Airport,New York,JFK,NY
HNL,JFK,HA,36100,58709,Honolulu International Airport,Honolulu,HNL,HI,John F Kennedy International Airport,New York,JFK,NY
AUS,JFK,B6,33402,58709,Austin Bergstrom International Airport,Austin,AUS,TX,John F Kennedy International Airport,New York,JFK,NY
AUS,JFK,DL,33402,58709,Austin Bergstrom International Airport,Austin,AUS,TX,John F Kennedy International Airport,New York,JFK,NY
CHS,JFK,B6,11981,58709,Charleston Air Force Base-International Airport,Charleston,CHS,SC,John F Kennedy International Airport,New York,JFK,NY
CHS,JFK,DL,11981,58709,Charleston Air Force Base-International Airport,Charleston,CHS,SC,John F Kennedy International Airport,New York,JFK,NY
SAT,JFK,DL,22709,58709,San Antonio International Airport,San Antonio,SAT,TX,John F Kennedy International Airport,New York,JFK,NY
RSW,JFK,B6,19440,58709,Southwest Florida International Airport,Fort Myers,RSW,FL,John F Kennedy International Airport,New York,JFK,NY
BUF,JFK,B6,14581,58709,Buffalo Niagara International Airport,Buffalo,BUF,NY,John F Kennedy International Airport,New York,JFK,NY
BUF,JFK,DL,14581,58709,Buffalo Niagara International Airport,Buffalo,BUF,NY,John F Kennedy International Airport,New York,JFK,NY
PWM,JFK,B6,4107,58709,Portland International Jetport Airport,Portland,PWM,ME,John F Kennedy International Airport,New York,JFK,NY
MSY,JFK,B6,33936,58709,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,John F Kennedy International Airport,New York,JFK,NY
MSY,JFK,DL,33936,58709,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,John F Kennedy International Airport,New York,JFK,NY
ABQ,JFK,B6,15237,58709,Albuquerque International Sunport Airport,Albuquerque,ABQ,NM,John F Kennedy International Airport,New York,JFK,NY
DAB,JFK,B6,1828,58709,Daytona Beach International Airport,Daytona Beach,DAB,FL,John F Kennedy International Airport,New York,JFK,NY
ROC,JFK,B6,5143,58709,Greater Rochester International Airport,Rochester,ROC,NY,John F Kennedy International Airport,New York,JFK,NY
BUR,JFK,B6,20122,58709,Bob Hope Airport,Burbank,BUR,CA,John F Kennedy International Airport,New York,JFK,NY
PSP,JFK,B6,6029,58709,Palm Springs International Airport,Palm Springs,PSP,CA,John F Kennedy International Airport,New York,JFK,NY
LGB,JFK,B6,8995,58709,Long Beach /Daugherty Field/ Airport,Long Beach,LGB,CA,John F Kennedy International Airport,New York,JFK,NY
ACK,JFK,B6,468,58709,Nantucket Memorial Airport,Nantucket,ACK,MA,John F Kennedy International Airport,New York,JFK,NY
JAC,JFK,DL,2522,58709,Jackson Hole Airport,Jacksn Hole,JAC,WY,John F Kennedy International Airport,New York,JFK,NY
BTV,JFK,B6,3215,58709,Burlington International Airport,Burlington,BTV,VT,John F Kennedy International Airport,New York,JFK,NY
MVY,JFK,B6,177,58709,Martha's Vineyard Airport,Vineyard Haven MA,MVY,MA,John F Kennedy International Airport,New York,JFK,NY
HYA,JFK,B6,94,58709,Barnstable Municipal Boardman Polando Field,Barnstable,HYA,MA,John F Kennedy International Airport,New York,JFK,NY
LAX,SBA,OO,152781,3756,Los Angeles International Airport,Los Angeles,LAX,CA,Santa Barbara Municipal Airport,Santa Barbara,SBA,CA
SFO,SBA,OO,127129,3756,San Francisco International Airport,San Francisco,SFO,CA,Santa Barbara Municipal Airport,Santa Barbara,SBA,CA
SEA,SBA,OO,99601,3756,Seattle Tacoma International Airport,Seattle,SEA,WA,Santa Barbara Municipal Airport,Santa Barbara,SBA,CA
PDX,SBA,OO,43638,3756,Portland International Airport,Portland,PDX,OR,Santa Barbara Municipal Airport,Santa Barbara,SBA,CA
DEN,SBA,OO,168003,3756,Denver International Airport,Denver,DEN,CO,Santa Barbara Municipal Airport,Santa Barbara,SBA,CA
PHX,SBA,OO,115923,3756,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Santa Barbara Municipal Airport,Santa Barbara,SBA,CA
LAX,EWR,UA,152781,76557,Los Angeles International Airport,Los Angeles,LAX,CA,Newark Liberty International Airport,Newark,EWR,NJ
LAX,EWR,VX,152781,76557,Los Angeles International Airport,Los Angeles,LAX,CA,Newark Liberty International Airport,Newark,EWR,NJ
ATL,EWR,UA,322097,76557,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Newark Liberty International Airport,Newark,EWR,NJ
ATL,EWR,DL,322097,76557,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Newark Liberty International Airport,Newark,EWR,NJ
DTW,EWR,DL,98159,76557,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Newark Liberty International Airport,Newark,EWR,NJ
AVL,EWR,EV,2617,76557,Asheville Regional Airport,Asheville,AVL,NC,Newark Liberty International Airport,Newark,EWR,NJ
ORD,EWR,UA,150532,76557,Chicago O'Hare International Airport,Chicago,ORD,IL,Newark Liberty International Airport,Newark,EWR,NJ
RIC,EWR,EV,10915,76557,Richmond International Airport,Richmond,RIC,VA,Newark Liberty International Airport,Newark,EWR,NJ
IAH,EWR,UA,99268,76557,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Newark Liberty International Airport,Newark,EWR,NJ
MDW,EWR,WN,79129,76557,Chicago Midway International Airport,Chicago,MDW,IL,Newark Liberty International Airport,Newark,EWR,NJ
DCA,EWR,EV,51878,76557,Ronald Reagan Washington National Airport,Washington,DCA,VA,Newark Liberty International Airport,Newark,EWR,NJ
SFO,EWR,UA,127129,76557,San Francisco International Airport,San Francisco,SFO,CA,Newark Liberty International Airport,Newark,EWR,NJ
SFO,EWR,VX,127129,76557,San Francisco International Airport,San Francisco,SFO,CA,Newark Liberty International Airport,Newark,EWR,NJ
JAX,EWR,EV,14089,76557,Jacksonville International Airport,Jacksonville,JAX,FL,Newark Liberty International Airport,Newark,EWR,NJ
JAX,EWR,UA,14089,76557,Jacksonville International Airport,Jacksonville,JAX,FL,Newark Liberty International Airport,Newark,EWR,NJ
BNA,EWR,EV,42788,76557,Nashville International Airport,Nashville,BNA,TN,Newark Liberty International Airport,Newark,EWR,NJ
BNA,EWR,WN,42788,76557,Nashville International Airport,Nashville,BNA,TN,Newark Liberty International Airport,Newark,EWR,NJ
BNA,EWR,UA,42788,76557,Nashville International Airport,Nashville,BNA,TN,Newark Liberty International Airport,Newark,EWR,NJ
CLE,EWR,UA,25087,76557,Cleveland Hopkins International Airport,Cleveland,CLE,OH,Newark Liberty International Airport,Newark,EWR,NJ
CLE,EWR,EV,25087,76557,Cleveland Hopkins International Airport,Cleveland,CLE,OH,Newark Liberty International Airport,Newark,EWR,NJ
TYS,EWR,EV,5042,76557,McGhee Tyson Airport,Knoxville,TYS,TN,Newark Liberty International Airport,Newark,EWR,NJ
SEA,EWR,AS,99601,76557,Seattle Tacoma International Airport,Seattle,SEA,WA,Newark Liberty International Airport,Newark,EWR,NJ
SEA,EWR,UA,99601,76557,Seattle Tacoma International Airport,Seattle,SEA,WA,Newark Liberty International Airport,Newark,EWR,NJ
STL,EWR,WN,43005,76557,Lambert St Louis International Airport,St. Louis,STL,MO,Newark Liberty International Airport,Newark,EWR,NJ
STL,EWR,EV,43005,76557,Lambert St Louis International Airport,St. Louis,STL,MO,Newark Liberty International Airport,Newark,EWR,NJ
FLL,EWR,B6,59958,76557,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Newark Liberty International Airport,Newark,EWR,NJ
FLL,EWR,NK,59958,76557,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Newark Liberty International Airport,Newark,EWR,NJ
FLL,EWR,UA,59958,76557,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Newark Liberty International Airport,Newark,EWR,NJ
CLT,EWR,AA,74006,76557,Charlotte Douglas International Airport,Charlotte,CLT,NC,Newark Liberty International Airport,Newark,EWR,NJ
IAD,EWR,UA,24848,76557,Washington Dulles International Airport,Washington,IAD,VA,Newark Liberty International Airport,Newark,EWR,NJ
MSP,EWR,DL,106716,76557,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Newark Liberty International Airport,Newark,EWR,NJ
MSP,EWR,UA,106716,76557,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Newark Liberty International Airport,Newark,EWR,NJ
BOS,EWR,UA,82073,76557,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Newark Liberty International Airport,Newark,EWR,NJ
BOS,EWR,B6,82073,76557,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Newark Liberty International Airport,Newark,EWR,NJ
PBI,EWR,UA,17131,76557,Palm Beach International Airport,West Palm Beach,PBI,FL,Newark Liberty International Airport,Newark,EWR,NJ
PBI,EWR,B6,17131,76557,Palm Beach International Airport,West Palm Beach,PBI,FL,Newark Liberty International Airport,Newark,EWR,NJ
TPA,EWR,B6,50072,76557,Tampa International Airport,Tampa,TPA,FL,Newark Liberty International Airport,Newark,EWR,NJ
TPA,EWR,UA,50072,76557,Tampa International Airport,Tampa,TPA,FL,Newark Liberty International Airport,Newark,EWR,NJ
MCO,EWR,B6,89682,76557,Orlando International Airport,Orlando,MCO,FL,Newark Liberty International Airport,Newark,EWR,NJ
MCO,EWR,UA,89682,76557,Orlando International Airport,Orlando,MCO,FL,Newark Liberty International Airport,Newark,EWR,NJ
BDL,EWR,EV,15212,76557,Bradley International Airport,Windsor Locks,BDL,CT,Newark Liberty International Airport,Newark,EWR,NJ
PDX,EWR,UA,43638,76557,Portland International Airport,Portland,PDX,OR,Newark Liberty International Airport,Newark,EWR,NJ
DEN,EWR,WN,168003,76557,Denver International Airport,Denver,DEN,CO,Newark Liberty International Airport,Newark,EWR,NJ
DEN,EWR,UA,168003,76557,Denver International Airport,Denver,DEN,CO,Newark Liberty International Airport,Newark,EWR,NJ
MKE,EWR,EV,25784,76557,General Mitchell International Airport,Milwaukee,MKE,WI,Newark Liberty International Airport,Newark,EWR,NJ
MCI,EWR,EV,34569,76557,Kansas City International Airport,Kansas City,MCI,MO,Newark Liberty International Airport,Newark,EWR,NJ
PVD,EWR,EV,9706,76557,Theodore Francis Green State Airport,Providence,PVD,RI,Newark Liberty International Airport,Newark,EWR,NJ
OMA,EWR,EV,13645,76557,Eppley Airfield,Omaha,OMA,NE,Newark Liberty International Airport,Newark,EWR,NJ
DFW,EWR,UA,67470,76557,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,Newark Liberty International Airport,Newark,EWR,NJ
PHX,EWR,UA,115923,76557,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Newark Liberty International Airport,Newark,EWR,NJ
LAS,EWR,WN,120446,76557,McCarran International Airport,Las Vegas,LAS,NV,Newark Liberty International Airport,Newark,EWR,NJ
LAS,EWR,UA,120446,76557,McCarran International Airport,Las Vegas,LAS,NV,Newark Liberty International Airport,Newark,EWR,NJ
RDU,EWR,UA,25897,76557,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,Newark Liberty International Airport,Newark,EWR,NJ
HOU,EWR,WN,46467,76557,William P Hobby Airport,Houston,HOU,TX,Newark Liberty International Airport,Newark,EWR,NJ
SAN,EWR,UA,60051,76557,San Diego International Airport,San Diego,SAN,CA,Newark Liberty International Airport,Newark,EWR,NJ
SLC,EWR,DL,88398,76557,Salt Lake City International Airport,Salt Lake City,SLC,UT,Newark Liberty International Airport,Newark,EWR,NJ
MIA,EWR,UA,17748,76557,Miami International Airport,Miami,MIA,FL,Newark Liberty International Airport,Newark,EWR,NJ
HNL,EWR,UA,36100,76557,Honolulu International Airport,Honolulu,HNL,HI,Newark Liberty International Airport,Newark,EWR,NJ
AUS,EWR,UA,33402,76557,Austin Bergstrom International Airport,Austin,AUS,TX,Newark Liberty International Airport,Newark,EWR,NJ
AUS,EWR,WN,33402,76557,Austin Bergstrom International Airport,Austin,AUS,TX,Newark Liberty International Airport,Newark,EWR,NJ
CVG,EWR,EV,12692,76557,Cincinnati Northern Kentucky International Airport,Cincinnati,CVG,KY,Newark Liberty International Airport,Newark,EWR,NJ
CHA,EWR,EV,3809,76557,Lovell Field,Chattanooga,CHA,TN,Newark Liberty International Airport,Newark,EWR,NJ
SNA,EWR,UA,30716,76557,John Wayne Airport-Orange County Airport,Santa Ana,SNA,CA,Newark Liberty International Airport,Newark,EWR,NJ
SAV,EWR,EV,6049,76557,Savannah Hilton Head International Airport,Savannah,SAV,GA,Newark Liberty International Airport,Newark,EWR,NJ
